covariate,0
Intercept,1.0615889122982332
store_stockout_rate_90d,0.7309567156571766
log_days_of_cover,0.6006961000725447
seasonality_index,-0.29962730998845544
intermittency,0.2303055719428244
log_start_stock,0.1241800779195176
log_trailing_demand,0.07560809338505402
demand_cv,-0.0516564895353828
demand_acceleration,-0.04871351080505455
promo_days_ahead,-0.04582018812022802
prodcat_CLOSE,0.03141470891802494
prodcat_PREMIUM_OPEN,0.02985244255793446
tier_rank,0.029704657651462442
prior_stockout_rate,0.025222652038414835
prodcat_OPEN,0.01689472765058217
starts_on_weekend,0.016427196972060375
forecast_vs_trailing,-0.012367008423020185
prodcat_PREMIUM_CLOSE,0.011326295591827558
holiday_days_ahead,-0.009808345661770222
size_extremity,0.009094805118883092
zonecat_WEST,0.00869128009336621
log_price,-0.008269835450301816
prior_stockouts_90d,0.007125858376110158
days_since_last_receipt,-0.0061642444472510965
size_run_completeness,-0.004153254067637572
intransit_units,-0.0026325085768662353
open_order_qty,-0.002333420199799166
log_dc_stock,0.002062613744428538
prodcat_GIRLS_OPEN,0.00177365469686396
lead_time,0.00040214569443701925
forecast_units_month,9.202821082862477e-05
